"label_wn_quote","is_delivery_at_holiday","is_created_at_holiday","duration","gender","area_cleaning","day_of_week_delivery","day_of_week_created","total_cost","all_offers","corporate_offers","individual_offers","offers_busy","district","past_day_all_orders","past_day_wq_1h","past_day_wq_2h","past_day_wq_3h","cost_to_area","cost_times_area","duration_to_area","duration_times_area","indiv_offers_to_all_offers","corp_offers_to_all_offers","busy_offers_to_all_offers"
1,1,0,4,"2",5,"5","2",130000,143,4,139,0,"17",68,26,38,47,26000,650000,0.8,20,0.972027972027972,0.027972027972028,0
1,0,0,7,"2",4,"0","6",-10000,77,5,72,0,"2",154,104,135,143,NA,NA,1.75,28,0.935064935064935,0.0649350649350649,0
1,0,0,5,"1",6,"2","1",20000,80,6,74,1,"1",131,109,117,121,3333.33333333333,120000,0.833333333333333,30,0.925,0.075,0.0125
1,1,1,1,"0",-1,"6","5",110000,105,7,98,0,"1",22,9,16,19,NA,NA,NA,NA,0.933333333333333,0.0666666666666667,0
0,0,0,5,"2",4,"4","3",250000,51,5,46,3,"6",21,20,20,20,62500,1000000,1.25,20,0.901960784313726,0.0980392156862745,0.0588235294117647
1,0,0,5,"2",3,"1","6",190000,75,6,69,0,"10",99,90,95,95,63333.3333333333,570000,1.66666666666667,15,0.92,0.08,0
1,0,0,1,"2",2,"2","1",100000,1,0,1,0,"7",34,20,27,28,50000,200000,0.5,2,1,0,0
1,0,0,1,"2",5,"2","1",-10000,140,4,136,0,"5",14,10,11,12,NA,NA,0.2,5,0.971428571428571,0.0285714285714286,0
1,0,0,1,"2",3,"3","2",-10000,152,7,145,0,"4",61,23,37,41,NA,NA,0.333333333333333,3,0.953947368421053,0.0460526315789474,0
1,1,1,5,"2",3,"0","6",240000,85,8,77,0,"6",21,20,20,20,80000,720000,1.66666666666667,15,0.905882352941176,0.0941176470588235,0
1,0,0,1,"0",-1,"6","5",105000,102,8,94,0,"14",27,20,25,26,NA,NA,NA,NA,0.92156862745098,0.0784313725490196,0
1,0,0,4,"2",3,"6","1",-10000,82,6,76,0,"4",131,103,118,121,NA,NA,1.33333333333333,12,0.926829268292683,0.0731707317073171,0
1,0,1,4,"1",3,"4","4",-10000,89,9,80,0,"8",26,24,25,25,NA,NA,1.33333333333333,12,0.898876404494382,0.101123595505618,0
1,0,0,2,"0",-1,"6","5",85000,98,4,94,0,"9",30,15,17,17,NA,NA,NA,NA,0.959183673469388,0.0408163265306122,0
1,0,0,1,"1",2,"4","3",100000,141,5,136,0,"7",16,16,16,16,50000,200000,0.5,2,0.964539007092199,0.0354609929078014,0
1,0,0,5,"2",3,"0","5",154000,78,7,71,0,"2",104,71,80,85,51333.3333333333,462000,1.66666666666667,15,0.91025641025641,0.0897435897435897,0
1,0,0,1,"0",-1,"2","0",100000,89,3,86,0,"6",27,16,20,23,NA,NA,NA,NA,0.966292134831461,0.0337078651685393,0
1,0,0,2,"2",3,"0","0",-10000,97,11,86,0,"4",43,28,34,34,NA,NA,0.666666666666667,6,0.88659793814433,0.11340206185567,0
1,1,0,5,"2",5,"4","2",189000,80,7,73,0,"5",119,77,103,108,37800,945000,1,25,0.9125,0.0875,0
1,0,1,2,"1",4,"6","4",-10000,44,6,38,0,"5",20,19,19,19,NA,NA,0.5,8,0.863636363636364,0.136363636363636,0
1,0,0,1,"1",2,"0","6",20000,149,7,142,0,"15",54,28,38,41,10000,40000,0.5,2,0.953020134228188,0.0469798657718121,0
1,0,0,7,"2",5,"3","2",180000,88,8,80,0,"1",34,25,29,29,36000,900000,1.4,35,0.909090909090909,0.0909090909090909,0
1,1,0,2,"0",-1,"5","3",125000,105,9,96,2,"8",58,32,44,49,NA,NA,NA,NA,0.914285714285714,0.0857142857142857,0.019047619047619
1,0,0,1,"2",4,"1","0",110000,160,11,149,0,"6",45,33,39,43,27500,440000,0.25,4,0.93125,0.06875,0
0,1,0,4,"2",3,"0","5",-10000,141,4,137,1,"20",42,17,22,22,NA,NA,1.33333333333333,12,0.971631205673759,0.0283687943262411,0.00709219858156028
1,0,0,1,"0",-1,"2","1",105000,80,9,71,0,"19",55,36,44,44,NA,NA,NA,NA,0.8875,0.1125,0
0,0,0,1,"1",5,"2","1",-10000,78,6,72,0,"6",157,123,141,144,NA,NA,0.2,5,0.923076923076923,0.0769230769230769,0
0,0,0,1,"1",3,"2","1",110000,94,9,85,0,"15",60,35,44,46,36666.6666666667,330000,0.333333333333333,3,0.904255319148936,0.0957446808510638,0
1,0,0,4,"1",2,"1","0",180000,85,7,78,0,"9",72,62,68,69,90000,360000,2,8,0.917647058823529,0.0823529411764706,0
1,0,0,3,"1",4,"3","2",200000,81,7,74,0,"5",34,31,33,33,50000,800000,0.75,12,0.91358024691358,0.0864197530864197,0
1,1,0,2,"1",3,"5","3",130000,148,7,141,0,"5",83,22,45,54,43333.3333333333,390000,0.666666666666667,6,0.952702702702703,0.0472972972972973,0
1,0,0,1,"2",4,"0","6",-10000,77,7,70,0,"3",27,26,27,27,NA,NA,0.25,4,0.909090909090909,0.0909090909090909,0
1,1,0,2,"0",-1,"5","4",0,98,5,93,0,"13",39,20,27,33,NA,NA,NA,NA,0.948979591836735,0.0510204081632653,0
1,0,0,1,"1",3,"2","1",-10000,83,6,77,8,"5",133,108,122,123,NA,NA,0.333333333333333,3,0.927710843373494,0.072289156626506,0.0963855421686747
1,0,0,2,"2",4,"4","3",220000,75,8,67,4,"6",43,39,41,41,55000,880000,0.5,8,0.893333333333333,0.106666666666667,0.0533333333333333
1,0,0,1,"0",-1,"2","0",150000,53,7,46,0,"4",69,58,64,65,NA,NA,NA,NA,0.867924528301887,0.132075471698113,0
1,0,1,5,"1",6,"0","4",-10000,80,6,74,0,"1",35,20,26,28,NA,NA,0.833333333333333,30,0.925,0.075,0
0,1,0,1,"0",-1,"5","2",100000,80,9,71,0,"7",53,28,36,42,NA,NA,NA,NA,0.8875,0.1125,0
1,0,0,1,"2",1,"1","5",108000,153,6,147,0,"18",16,2,6,8,108000,108000,1,1,0.96078431372549,0.0392156862745098,0
1,1,0,3,"2",1,"0","4",130000,93,8,85,0,"12",55,34,43,44,130000,130000,3,3,0.913978494623656,0.0860215053763441,0
1,1,0,1,"0",-1,"5","3",100000,96,6,90,0,"11",38,20,28,30,NA,NA,NA,NA,0.9375,0.0625,0
1,0,0,1,"0",-1,"0","6",-10000,91,4,87,0,"13",24,19,20,21,NA,NA,NA,NA,0.956043956043956,0.043956043956044,0
1,0,0,1,"2",1,"3","0",70000,93,10,83,0,"3",46,38,41,42,70000,70000,1,1,0.89247311827957,0.10752688172043,0
0,1,0,1,"2",3,"5","3",-10000,79,5,74,0,"3",11,3,4,7,NA,NA,0.333333333333333,3,0.936708860759494,0.0632911392405063,0
1,0,0,1,"2",5,"0","6",150000,65,7,58,0,"5",22,18,19,20,30000,750000,0.2,5,0.892307692307692,0.107692307692308,0
1,1,0,3,"1",4,"4","4",-10000,62,6,56,0,"2",128,86,104,107,NA,NA,0.75,12,0.903225806451613,0.0967741935483871,0
1,0,0,1,"2",1,"3","2",80000,98,5,93,0,"1",28,23,23,24,80000,80000,1,1,0.948979591836735,0.0510204081632653,0
1,0,0,5,"1",3,"0","6",240000,87,7,80,0,"3",24,23,23,23,80000,720000,1.66666666666667,15,0.919540229885057,0.0804597701149425,0
1,0,0,1,"0",-1,"2","6",105000,102,4,98,0,"1",39,11,18,24,NA,NA,NA,NA,0.96078431372549,0.0392156862745098,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,0,1,"0",-1,"1","6",100000,68,10,58,0,"6",48,39,42,43,NA,NA,NA,NA,0.852941176470588,0.147058823529412,0
1,0,0,1,"0",-1,"4","3",100000,102,4,98,0,"7",49,18,36,40,NA,NA,NA,NA,0.96078431372549,0.0392156862745098,0
1,0,0,2,"1",5,"6","5",0,145,7,138,0,"21",22,15,16,18,0,0,0.4,10,0.951724137931034,0.0482758620689655,0
1,1,0,1,"0",-1,"5","1",115000,51,5,46,0,"6",38,30,36,36,NA,NA,NA,NA,0.901960784313726,0.0980392156862745,0
1,0,0,3,"1",3,"6","3",20000,81,7,74,0,"12",82,64,71,73,6666.66666666667,60000,1,9,0.91358024691358,0.0864197530864197,0
1,0,0,2,"0",-1,"2","1",90000,101,5,96,0,"2",49,33,37,38,NA,NA,NA,NA,0.95049504950495,0.0495049504950495,0
1,0,0,1,"2",4,"2","1",100000,147,7,140,1,"1",51,22,31,34,25000,400000,0.25,4,0.952380952380952,0.0476190476190476,0.00680272108843537
0,0,0,2,"2",3,"3","0",-10000,77,7,70,0,"7",192,98,137,156,NA,NA,0.666666666666667,6,0.909090909090909,0.0909090909090909,0
1,1,0,3,"2",2,"4","1",100000,80,7,73,0,"14",154,83,116,121,50000,200000,1.5,6,0.9125,0.0875,0
1,0,0,3,"2",1,"1","0",100000,148,7,141,0,"5",60,33,40,46,1e+05,100000,3,3,0.952702702702703,0.0472972972972973,0
1,0,0,5,"0",-1,"2","1",95000,100,4,96,0,"2",46,25,32,38,NA,NA,NA,NA,0.96,0.04,0
1,0,0,3,"0",-1,"3","1",160000,57,7,50,0,"9",36,32,32,33,NA,NA,NA,NA,0.87719298245614,0.12280701754386,0
1,0,0,4,"0",-1,"3","6",80000,93,5,88,0,"6",20,17,18,18,NA,NA,NA,NA,0.946236559139785,0.0537634408602151,0
1,0,0,1,"2",1,"0","6",110000,81,9,72,0,"11",35,27,32,32,110000,110000,1,1,0.888888888888889,0.111111111111111,0
1,0,0,4,"0",-1,"3","1",20000,52,7,45,0,"14",158,84,119,126,NA,NA,NA,NA,0.865384615384615,0.134615384615385,0
1,1,0,1,"0",-1,"5","2",80000,95,6,89,0,"7",43,23,29,29,NA,NA,NA,NA,0.936842105263158,0.0631578947368421,0
1,0,0,2,"2",1,"4","1",100000,141,5,136,8,"5",21,19,21,21,1e+05,100000,2,2,0.964539007092199,0.0354609929078014,0.0567375886524823
1,1,0,7,"2",5,"5","3",115000,90,7,83,0,"3",23,20,22,22,23000,575000,1.4,35,0.922222222222222,0.0777777777777778,0
1,0,0,1,"0",-1,"0","6",115000,33,4,29,0,"6",54,43,49,50,NA,NA,NA,NA,0.878787878787879,0.121212121212121,0
1,0,0,1,"2",3,"6","3",105000,95,10,85,0,"3",50,35,43,44,35000,315000,0.333333333333333,3,0.894736842105263,0.105263157894737,0
1,0,0,6,"2",5,"3","4",221000,80,8,72,0,"1",126,83,100,105,44200,1105000,1.2,30,0.9,0.1,0
1,0,0,4,"2",4,"6","3",120000,143,4,139,0,"1",56,25,32,35,30000,480000,1,16,0.972027972027972,0.027972027972028,0
0,1,0,5,"2",5,"3","2",175000,82,8,74,0,"3",42,37,38,39,35000,875000,1,25,0.902439024390244,0.0975609756097561,0
1,0,0,5,"1",2,"0","6",165000,90,9,81,0,"19",49,32,40,40,82500,330000,2.5,10,0.9,0.1,0
1,0,0,5,"1",4,"3","1",220000,43,6,37,0,"4",36,34,34,34,55000,880000,1.25,20,0.86046511627907,0.13953488372093,0
0,0,0,1,"1",2,"4","2",115000,65,5,60,0,"8",39,29,31,33,57500,230000,0.5,2,0.923076923076923,0.0769230769230769,0
1,1,1,1,"0",-1,"6","5",110000,105,7,98,0,"1",22,9,16,19,NA,NA,NA,NA,0.933333333333333,0.0666666666666667,0
1,1,1,1,"2",1,"5","4",100000,83,9,74,0,"12",69,39,56,58,1e+05,100000,1,1,0.891566265060241,0.108433734939759,0
1,0,0,1,"2",5,"4","2",130000,79,7,72,0,"3",140,112,119,120,26000,650000,0.2,5,0.911392405063291,0.0886075949367089,0
1,0,1,1,"0",-1,"6","5",80000,99,5,94,0,"14",28,11,15,15,NA,NA,NA,NA,0.94949494949495,0.0505050505050505,0
1,0,0,7,"2",3,"3","2",200000,37,6,31,0,"7",56,50,54,54,66666.6666666667,600000,2.33333333333333,21,0.837837837837838,0.162162162162162,0
1,0,0,1,"2",1,"4","3",170000,83,7,76,0,"4",49,37,42,43,170000,170000,1,1,0.91566265060241,0.0843373493975904,0
1,0,0,3,"2",4,"3","2",-10000,141,5,136,0,"1",44,23,29,34,NA,NA,0.75,12,0.964539007092199,0.0354609929078014,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,0,6,"2",3,"4","6",156000,129,4,125,0,"22",51,20,26,28,52000,468000,2,18,0.968992248062015,0.0310077519379845,0
1,0,0,1,"0",-1,"4","3",-10000,26,6,20,0,"10",32,27,31,31,NA,NA,NA,NA,0.769230769230769,0.230769230769231,0
1,0,1,5,"2",4,"6","4",320000,96,8,88,0,"4",57,32,40,45,80000,1280000,1.25,20,0.916666666666667,0.0833333333333333,0
1,0,0,6,"2",3,"2","0",260000,71,8,63,2,"3",47,37,38,38,86666.6666666667,780000,2,18,0.887323943661972,0.112676056338028,0.028169014084507
1,0,1,2,"1",3,"6","5",135000,39,8,31,0,"2",27,22,24,24,45000,405000,0.666666666666667,6,0.794871794871795,0.205128205128205,0
1,0,0,2,"0",-1,"4","3",20000,98,4,94,0,"6",88,20,43,54,NA,NA,NA,NA,0.959183673469388,0.0408163265306122,0
1,0,0,2,"1",5,"0","6",-10000,148,7,141,0,"3",54,38,45,47,NA,NA,0.4,10,0.952702702702703,0.0472972972972973,0
1,0,0,3,"0",-1,"4","3",100000,81,8,73,0,"3",57,40,48,50,NA,NA,NA,NA,0.901234567901235,0.0987654320987654,0
1,0,1,1,"2",3,"0","4",180000,82,8,74,0,"5",37,33,35,35,60000,540000,0.333333333333333,3,0.902439024390244,0.0975609756097561,0
1,0,1,1,"2",3,"2","5",120000,34,7,27,0,"1",42,40,40,40,40000,360000,0.333333333333333,3,0.794117647058823,0.205882352941176,0
0,0,0,5,"2",3,"4","0",20000,68,7,61,0,"15",38,31,34,34,6666.66666666667,60000,1.66666666666667,15,0.897058823529412,0.102941176470588,0
1,0,0,1,"1",2,"3","2",98000,143,4,139,0,"2",70,26,33,44,49000,196000,0.5,2,0.972027972027972,0.027972027972028,0
1,1,0,1,"2",4,"5","4",120000,82,8,74,0,"8",124,82,98,103,30000,480000,0.25,4,0.902439024390244,0.0975609756097561,0
0,0,0,1,"1",1,"0","6",-10000,159,11,148,0,"19",53,30,42,49,NA,NA,1,1,0.930817610062893,0.0691823899371069,0
1,0,0,3,"2",5,"3","2",85000,146,7,139,0,"2",43,17,23,24,17000,425000,0.6,15,0.952054794520548,0.0479452054794521,0
1,1,1,2,"2",4,"1","6",100000,142,4,138,2,"2",3,2,2,3,25000,400000,0.5,8,0.971830985915493,0.028169014084507,0.0140845070422535
1,0,0,1,"0",-1,"4","3",95000,100,4,96,0,"6",62,33,44,46,NA,NA,NA,NA,0.96,0.04,0
1,0,0,3,"1",2,"0","5",200000,90,8,82,0,"13",34,30,31,32,1e+05,400000,1.5,6,0.911111111111111,0.0888888888888889,0
0,0,1,1,"0",-1,"6","5",90000,101,4,97,0,"7",59,25,38,38,NA,NA,NA,NA,0.96039603960396,0.0396039603960396,0
1,0,0,1,"0",-1,"3","1",-10000,28,6,22,0,"8",40,30,33,34,NA,NA,NA,NA,0.785714285714286,0.214285714285714,0
1,0,0,2,"2",3,"1","6",111000,164,14,150,0,"2",57,31,38,44,37000,333000,0.666666666666667,6,0.914634146341463,0.0853658536585366,0
1,0,0,1,"2",2,"2","1",120000,144,4,140,27,"13",103,45,54,63,60000,240000,0.5,2,0.972222222222222,0.0277777777777778,0.1875
1,0,0,7,"2",4,"3","2",80000,131,6,125,0,"12",22,20,21,21,20000,320000,1.75,28,0.954198473282443,0.0458015267175573,0
1,0,0,4,"2",2,"2","0",-10000,81,6,75,4,"9",84,70,80,80,NA,NA,2,8,0.925925925925926,0.0740740740740741,0.0493827160493827
1,0,0,1,"2",4,"1","0",110000,160,11,149,0,"6",45,33,39,43,27500,440000,0.25,4,0.93125,0.06875,0
1,0,0,5,"2",6,"1","0",-10000,59,5,54,0,"2",58,44,48,50,NA,NA,0.833333333333333,30,0.915254237288136,0.0847457627118644,0
1,0,1,1,"0",-1,"6","4",80000,92,4,88,0,"15",18,12,13,14,NA,NA,NA,NA,0.956521739130435,0.0434782608695652,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,1,2,"0",-1,"6","5",20000,99,5,94,0,"1",33,17,22,23,NA,NA,NA,NA,0.94949494949495,0.0505050505050505,0
1,0,0,2,"0",-1,"4","2",200000,56,7,49,0,"5",46,43,43,44,NA,NA,NA,NA,0.875,0.125,0
1,0,0,2,"2",1,"3","1",-10000,145,5,140,18,"16",90,47,58,62,NA,NA,2,2,0.96551724137931,0.0344827586206897,0.124137931034483
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,0,1,"2",2,"4","3",100000,153,6,147,1,"13",55,39,41,43,50000,200000,0.5,2,0.96078431372549,0.0392156862745098,0.0065359477124183
0,1,0,2,"0",-1,"5","0",130000,106,7,99,0,"9",46,25,31,35,NA,NA,NA,NA,0.933962264150943,0.0660377358490566,0
1,0,0,5,"2",4,"4","3",250000,68,7,61,36,"6",25,24,24,24,62500,1000000,1.25,20,0.897058823529412,0.102941176470588,0.529411764705882
1,0,0,1,"2",4,"3","2",110000,164,14,150,0,"2",54,35,41,45,27500,440000,0.25,4,0.914634146341463,0.0853658536585366,0
1,1,1,2,"0",-1,"6","5",110000,105,7,98,0,"13",18,8,11,14,NA,NA,NA,NA,0.933333333333333,0.0666666666666667,0
1,0,0,2,"0",-1,"4","3",-10000,98,4,94,0,"14",92,36,59,72,NA,NA,NA,NA,0.959183673469388,0.0408163265306122,0
1,1,0,3,"2",5,"5","4",161000,83,6,77,0,"2",33,31,33,33,32200,805000,0.6,15,0.927710843373494,0.072289156626506,0
1,1,0,1,"0",-1,"4","3",100000,106,9,97,0,"8",63,39,47,50,NA,NA,NA,NA,0.915094339622642,0.0849056603773585,0
1,0,0,1,"0",-1,"4","3",110000,65,9,56,0,"8",29,25,25,25,NA,NA,NA,NA,0.861538461538462,0.138461538461538,0
1,0,0,1,"2",2,"6","4",95000,138,4,134,0,"8",55,18,30,35,47500,190000,0.5,2,0.971014492753623,0.0289855072463768,0
1,0,0,1,"1",6,"1","0",150000,161,12,149,0,"1",56,41,52,52,25000,900000,0.166666666666667,6,0.925465838509317,0.0745341614906832,0
1,1,0,3,"1",1,"4","1",200000,79,6,73,0,"6",156,127,140,143,2e+05,200000,3,3,0.924050632911392,0.0759493670886076,0
1,0,0,1,"0",-1,"3","0",120000,47,5,42,0,"7",30,29,29,29,NA,NA,NA,NA,0.893617021276596,0.106382978723404,0
1,1,0,4,"1",5,"5","2",200000,38,6,32,0,"1",40,34,36,36,40000,1000000,0.8,20,0.842105263157895,0.157894736842105,0
1,1,1,5,"2",8,"5","4",-10000,37,6,31,0,"1",41,32,39,39,NA,NA,0.625,40,0.837837837837838,0.162162162162162,0
1,0,0,6,"1",6,"2","1",205000,60,3,57,8,"2",127,106,112,115,34166.6666666667,1230000,1,36,0.95,0.05,0.133333333333333
1,0,0,3,"1",4,"1","6",-10000,148,7,141,0,"2",34,26,27,27,NA,NA,0.75,12,0.952702702702703,0.0472972972972973,0
1,0,0,1,"2",1,"3","2",115000,133,6,127,24,"3",17,16,16,16,115000,115000,1,1,0.954887218045113,0.0451127819548872,0.180451127819549
1,0,0,3,"0",-1,"2","1",130000,76,10,66,0,"2",46,28,35,38,NA,NA,NA,NA,0.868421052631579,0.131578947368421,0
1,0,1,5,"2",2,"2","3",125000,80,7,73,0,"7",38,35,35,36,62500,250000,2.5,10,0.9125,0.0875,0
1,0,1,4,"2",3,"1","0",160000,141,4,137,0,"15",35,28,30,31,53333.3333333333,480000,1.33333333333333,12,0.971631205673759,0.0283687943262411,0
1,1,0,2,"0",-1,"5","4",0,98,5,93,0,"13",39,20,27,33,NA,NA,NA,NA,0.948979591836735,0.0510204081632653,0
1,1,0,2,"0",-1,"5","1",170000,55,6,49,0,"22",46,40,43,43,NA,NA,NA,NA,0.890909090909091,0.109090909090909,0
1,0,0,1,"1",1,"2","5",120000,23,4,19,0,"11",18,17,17,18,120000,120000,1,1,0.826086956521739,0.173913043478261,0
1,0,0,5,"2",3,"3","0",189000,74,5,69,0,"2",152,131,138,139,63000,567000,1.66666666666667,15,0.932432432432432,0.0675675675675676,0
0,0,0,1,"1",1,"6","5",-10000,149,7,142,0,"6",30,15,17,17,NA,NA,1,1,0.953020134228188,0.0469798657718121,0
1,0,0,5,"2",4,"1","0",250000,50,5,45,0,"6",49,49,49,49,62500,1000000,1.25,20,0.9,0.1,0
1,0,0,5,"2",4,"2","1",240000,51,4,47,0,"6",52,49,49,49,60000,960000,1.25,20,0.92156862745098,0.0784313725490196,0
1,0,0,5,"2",4,"0","6",145000,149,7,142,0,"2",36,18,21,24,36250,580000,1.25,20,0.953020134228188,0.0469798657718121,0
1,0,0,1,"2",3,"0","6",115000,19,5,14,0,"6",19,19,19,19,38333.3333333333,345000,0.333333333333333,3,0.736842105263158,0.263157894736842,0
1,0,0,3,"2",3,"4","0",-10000,36,8,28,0,"4",47,35,38,40,NA,NA,1,9,0.777777777777778,0.222222222222222,0
1,0,0,1,"0",-1,"2","1",0,81,9,72,0,"6",21,13,19,20,NA,NA,NA,NA,0.888888888888889,0.111111111111111,0
1,1,1,2,"1",2,"6","5",-10000,94,9,85,1,"5",37,21,31,32,NA,NA,1,4,0.904255319148936,0.0957446808510638,0.0106382978723404
0,0,0,5,"1",5,"2","1",224000,58,4,54,0,"2",159,126,143,146,44800,1120000,1,25,0.931034482758621,0.0689655172413793,0
0,0,1,3,"1",4,"2","5",-10000,74,6,68,0,"5",91,31,37,38,NA,NA,0.75,12,0.918918918918919,0.0810810810810811,0
1,0,0,1,"0",-1,"2","1",80000,95,6,89,0,"7",24,17,22,22,NA,NA,NA,NA,0.936842105263158,0.0631578947368421,0
0,0,0,5,"1",5,"4","0",194000,75,5,70,0,"2",150,134,138,139,38800,970000,1,25,0.933333333333333,0.0666666666666667,0
1,0,0,1,"2",4,"1","0",110000,160,11,149,0,"6",45,33,39,43,27500,440000,0.25,4,0.93125,0.06875,0
1,0,0,1,"2",3,"1","0",150000,68,7,61,0,"2",36,35,36,36,50000,450000,0.333333333333333,3,0.897058823529412,0.102941176470588,0
1,0,0,5,"2",6,"1","6",175000,88,10,78,0,"22",20,19,19,19,29166.6666666667,1050000,0.833333333333333,30,0.886363636363636,0.113636363636364,0
1,0,0,1,"0",-1,"4","3",160000,51,5,46,0,"10",38,37,38,38,NA,NA,NA,NA,0.901960784313726,0.0980392156862745,0
1,0,0,6,"2",2,"1","6",145000,64,4,60,0,"16",47,19,24,25,72500,290000,3,12,0.9375,0.0625,0
1,0,1,1,"0",-1,"3","1",-10000,54,6,48,54,"6",35,34,34,34,NA,NA,NA,NA,0.888888888888889,0.111111111111111,1
0,0,0,1,"1",1,"5","2",-10000,37,5,32,0,"5",38,29,30,32,NA,NA,1,1,0.864864864864865,0.135135135135135,0
1,0,0,5,"2",4,"0","6",230000,69,7,62,0,"9",42,37,37,41,57500,920000,1.25,20,0.898550724637681,0.101449275362319,0
1,1,0,1,"2",2,"4","1",150000,78,7,71,0,"4",150,81,113,118,75000,300000,0.5,2,0.91025641025641,0.0897435897435897,0
1,0,0,6,"2",3,"3","2",160000,73,8,65,0,"3",47,44,44,44,53333.3333333333,480000,2,18,0.89041095890411,0.10958904109589,0
1,0,0,3,"1",7,"0","4",180000,87,7,80,1,"1",48,43,45,45,25714.2857142857,1260000,0.428571428571429,21,0.919540229885057,0.0804597701149425,0.0114942528735632
1,0,0,5,"2",6,"3","2",230000,66,6,60,0,"1",37,34,34,34,38333.3333333333,1380000,0.833333333333333,30,0.909090909090909,0.0909090909090909,0
1,0,1,1,"0",-1,"3","1",-10000,54,6,48,54,"6",35,34,34,34,NA,NA,NA,NA,0.888888888888889,0.111111111111111,1
0,0,0,5,"1",1,"2","0",-10000,144,4,140,2,"14",86,30,38,48,NA,NA,5,5,0.972222222222222,0.0277777777777778,0.0138888888888889
1,0,0,5,"1",6,"2","0",240000,88,8,80,0,"1",32,32,32,32,40000,1440000,0.833333333333333,30,0.909090909090909,0.0909090909090909,0
1,0,0,2,"2",1,"3","1",-10000,145,5,140,18,"16",90,47,58,62,NA,NA,2,2,0.96551724137931,0.0344827586206897,0.124137931034483
1,0,0,1,"1",5,"1","5",210000,81,6,75,0,"1",21,20,20,20,42000,1050000,0.2,5,0.925925925925926,0.0740740740740741,0
1,1,0,2,"0",-1,"5","4",0,98,5,93,0,"13",39,20,27,33,NA,NA,NA,NA,0.948979591836735,0.0510204081632653,0
1,0,0,2,"2",6,"2","1",105000,163,11,152,0,"5",52,33,42,45,17500,630000,0.333333333333333,12,0.932515337423313,0.0674846625766871,0
0,0,0,1,"1",4,"6","3",-10000,141,4,137,0,"7",43,27,32,36,NA,NA,0.25,4,0.971631205673759,0.0283687943262411,0
1,0,1,3,"2",1,"0","5",-10000,56,6,50,0,"6",97,66,75,79,NA,NA,3,3,0.892857142857143,0.107142857142857,0
1,0,1,1,"1",2,"1","0",120000,90,8,82,0,"5",37,31,32,33,60000,240000,0.5,2,0.911111111111111,0.0888888888888889,0
1,0,0,1,"2",2,"0","6",60000,154,6,148,0,"13",53,23,39,43,30000,120000,0.5,2,0.961038961038961,0.038961038961039,0
1,0,0,5,"2",6,"1","6",189000,61,5,56,0,"15",69,53,56,58,31500,1134000,0.833333333333333,30,0.918032786885246,0.0819672131147541,0
1,1,1,1,"0",-1,"5","4",110000,88,2,86,4,"10",14,12,12,12,NA,NA,NA,NA,0.977272727272727,0.0227272727272727,0.0454545454545455
1,0,0,1,"1",2,"4","3",100000,141,5,136,0,"7",16,16,16,16,50000,200000,0.5,2,0.964539007092199,0.0354609929078014,0
0,0,1,2,"1",3,"6","5",135000,39,8,31,0,"2",27,22,24,24,45000,405000,0.666666666666667,6,0.794871794871795,0.205128205128205,0
1,0,0,1,"2",5,"2","2",95000,144,6,138,0,"22",48,32,36,41,19000,475000,0.2,5,0.958333333333333,0.0416666666666667,0
0,0,0,1,"1",3,"1","6",120000,85,7,78,0,"19",52,41,45,46,40000,360000,0.333333333333333,3,0.917647058823529,0.0823529411764706,0
1,0,0,2,"1",1,"3","0",146000,74,5,69,0,"14",150,136,138,139,146000,146000,2,2,0.932432432432432,0.0675675675675676,0
1,1,0,1,"1",2,"5","0",-10000,144,4,140,0,"18",90,32,40,52,NA,NA,0.5,2,0.972222222222222,0.0277777777777778,0
0,0,0,1,"1",4,"0","6",-10000,148,6,142,0,"2",43,24,33,36,NA,NA,0.25,4,0.959459459459459,0.0405405405405405,0
1,0,0,3,"2",5,"0","6",190000,69,7,62,0,"2",24,23,23,23,38000,950000,0.6,15,0.898550724637681,0.101449275362319,0
1,0,0,1,"0",-1,"0","6",90000,97,3,94,0,"4",43,24,34,37,NA,NA,NA,NA,0.969072164948454,0.0309278350515464,0
1,1,0,2,"0",-1,"5","4",0,98,5,93,0,"13",39,20,27,33,NA,NA,NA,NA,0.948979591836735,0.0510204081632653,0
1,0,0,1,"1",2,"1","0",-10000,59,5,54,0,"6",44,43,43,43,NA,NA,0.5,2,0.915254237288136,0.0847457627118644,0
0,0,0,1,"0",-1,"5","3",-10000,60,7,53,0,"22",56,40,47,47,NA,NA,NA,NA,0.883333333333333,0.116666666666667,0
1,0,0,1,"0",-1,"3","2",-10000,23,6,17,0,"7",40,39,39,39,NA,NA,NA,NA,0.739130434782609,0.260869565217391,0
