"label_wn_quote","is_delivery_at_holiday","is_created_at_holiday","duration","gender","area_cleaning","day_of_week_delivery","day_of_week_created","total_cost","all_offers","corporate_offers","individual_offers","offers_busy","district","past_day_all_orders","past_day_wq_1h","past_day_wq_2h","past_day_wq_3h","cost_to_area","cost_times_area","duration_to_area","duration_times_area","indiv_offers_to_all_offers","corp_offers_to_all_offers","busy_offers_to_all_offers"
1,1,0,4,"2",5,"5","2",130000,143,4,139,0,"17",68,26,38,47,26000,650000,0.8,20,0.972027972027972,0.027972027972028,0
1,1,1,3,"2",2,"5","4",170000,95,10,85,0,"1",46,24,38,42,85000,340000,1.5,6,0.894736842105263,0.105263157894737,0
1,0,0,1,"2",2,"4","3",150000,146,6,140,0,"3",38,9,18,24,75000,300000,0.5,2,0.958904109589041,0.0410958904109589,0
1,0,0,1,"2",5,"2","2",115000,65,7,58,0,"2",38,35,37,38,23000,575000,0.2,5,0.892307692307692,0.107692307692308,0
1,1,0,1,"2",3,"0","5",100000,142,4,138,54,"2",46,23,28,29,33333.3333333333,300000,0.333333333333333,3,0.971830985915493,0.028169014084507,0.380281690140845
1,0,0,4,"0",-1,"4","3",130000,83,9,74,0,"10",60,30,37,45,NA,NA,NA,NA,0.891566265060241,0.108433734939759,0
1,0,0,5,"2",6,"2","3",220000,76,7,69,0,"3",126,42,92,97,36666.6666666667,1320000,0.833333333333333,30,0.907894736842105,0.0921052631578947,0
0,0,0,1,"2",3,"2","1",-10000,152,7,145,0,"2",58,36,38,43,NA,NA,0.333333333333333,3,0.953947368421053,0.0460526315789474,0
1,0,0,5,"2",3,"4","0",20000,68,7,61,0,"15",38,31,34,34,6666.66666666667,60000,1.66666666666667,15,0.897058823529412,0.102941176470588,0
1,0,0,1,"2",6,"2","1",110000,140,4,136,0,"6",30,16,23,24,18333.3333333333,660000,0.166666666666667,6,0.971428571428571,0.0285714285714286,0
1,0,0,1,"2",2,"3","1",80000,138,5,133,0,"11",35,22,22,24,40000,160000,0.5,2,0.963768115942029,0.036231884057971,0
0,0,0,7,"1",2,"6","5",130000,46,3,43,0,"7",73,57,61,62,65000,260000,3.5,14,0.934782608695652,0.0652173913043478,0
1,0,0,2,"2",1,"3","1",-10000,145,5,140,18,"16",90,47,58,62,NA,NA,2,2,0.96551724137931,0.0344827586206897,0.124137931034483
1,0,0,5,"2",3,"1","0",230000,78,8,70,0,"5",38,32,35,35,76666.6666666667,690000,1.66666666666667,15,0.897435897435897,0.102564102564103,0
1,0,0,2,"2",4,"3","2",135000,83,6,77,0,"out_of_range",70,50,60,62,33750,540000,0.5,8,0.927710843373494,0.072289156626506,0
1,0,0,1,"2",8,"4","3",100000,133,6,127,0,"1",84,43,55,59,12500,800000,0.125,8,0.954887218045113,0.0451127819548872,0
1,0,0,3,"2",7,"1","0",150000,144,10,134,0,"12",42,30,36,40,21428.5714285714,1050000,0.428571428571429,21,0.930555555555556,0.0694444444444444,0
1,0,0,5,"1",3,"3","2",225000,37,5,32,0,"5",41,31,33,35,75000,675000,1.66666666666667,15,0.864864864864865,0.135135135135135,0
0,0,1,2,"2",3,"0","5",-10000,77,6,71,1,"15",83,17,22,23,NA,NA,0.666666666666667,6,0.922077922077922,0.0779220779220779,0.012987012987013
1,0,0,5,"1",5,"2","1",20000,57,4,53,0,"2",155,125,139,142,4000,100000,1,25,0.929824561403509,0.0701754385964912,0
1,0,0,6,"2",3,"3","2",290000,73,8,65,1,"3",43,42,42,42,96666.6666666667,870000,2,18,0.89041095890411,0.10958904109589,0.0136986301369863
1,0,0,1,"1",4,"0","2",100000,155,5,150,0,"3",91,36,59,72,25000,400000,0.25,4,0.967741935483871,0.032258064516129,0
1,0,1,2,"0",-1,"6","5",20000,99,5,94,0,"1",33,17,22,23,NA,NA,NA,NA,0.94949494949495,0.0505050505050505,0
1,0,0,5,"2",4,"3","2",148000,152,7,145,0,"4",61,23,37,41,37000,592000,1.25,20,0.953947368421053,0.0460526315789474,0
1,0,1,1,"0",-1,"3","1",-10000,54,6,48,54,"6",35,34,34,34,NA,NA,NA,NA,0.888888888888889,0.111111111111111,1
1,0,0,5,"0",-1,"1","6",100000,91,4,87,0,"5",17,14,15,15,NA,NA,NA,NA,0.956043956043956,0.043956043956044,0
1,1,0,1,"0",-1,"4","3",115000,66,9,57,0,"1",27,24,24,24,NA,NA,NA,NA,0.863636363636364,0.136363636363636,0
1,0,0,3,"1",3,"3","0",195000,78,7,71,0,"9",73,63,63,65,65000,585000,1,9,0.91025641025641,0.0897435897435897,0
1,0,0,1,"2",2,"1","0",-10000,79,7,72,0,"4",114,94,109,109,NA,NA,0.5,2,0.911392405063291,0.0886075949367089,0
1,0,0,1,"2",2,"1","0",-10000,148,6,142,0,"2",50,27,37,40,NA,NA,0.5,2,0.959459459459459,0.0405405405405405,0
1,1,0,1,"2",3,"0","5",100000,142,4,138,54,"2",46,23,28,29,33333.3333333333,300000,0.333333333333333,3,0.971830985915493,0.028169014084507,0.380281690140845
1,0,0,5,"1",4,"1","6",-10000,64,6,58,0,"1",105,13,16,19,NA,NA,1.25,20,0.90625,0.09375,0
1,0,0,1,"2",7,"2","1",115000,21,4,17,8,"7",42,32,34,36,16428.5714285714,805000,0.142857142857143,7,0.80952380952381,0.19047619047619,0.380952380952381
1,1,0,5,"2",4,"3","2",150000,149,7,142,0,"22",48,26,37,40,37500,600000,1.25,20,0.953020134228188,0.0469798657718121,0
1,1,0,1,"0",-1,"5","4",135000,106,8,98,0,"2",47,23,34,38,NA,NA,NA,NA,0.924528301886792,0.0754716981132075,0
1,0,1,6,"2",4,"0","4",160000,76,7,69,0,"3",22,6,15,17,40000,640000,1.5,24,0.907894736842105,0.0921052631578947,0
1,0,0,4,"2",1,"0","5",160000,110,4,106,0,"2",27,9,12,13,160000,160000,4,4,0.963636363636364,0.0363636363636364,0
1,0,1,3,"2",2,"6","5",500000,65,8,57,0,"16",25,21,23,23,1250000,5000000,1.5,6,0.876923076923077,0.123076923076923,0
1,0,0,1,"0",-1,"4","1",125000,53,8,45,0,"7",44,37,39,39,NA,NA,NA,NA,0.849056603773585,0.150943396226415,0
1,0,0,1,"1",4,"1","0",100000,147,7,140,0,"10",57,34,44,47,25000,400000,0.25,4,0.952380952380952,0.0476190476190476,0
1,1,0,4,"1",4,"5","0",300000,153,6,147,0,"2",35,25,31,32,75000,1200000,1,16,0.96078431372549,0.0392156862745098,0
1,0,0,1,"1",3,"1","0",110000,92,11,81,0,"1",45,26,36,40,36666.6666666667,330000,0.333333333333333,3,0.880434782608696,0.119565217391304,0
1,0,0,3,"2",4,"2","1",200000,78,6,72,0,"22",158,124,141,144,50000,800000,0.75,12,0.923076923076923,0.0769230769230769,0
1,1,1,1,"0",-1,"5","4",110000,72,9,63,0,"2",64,43,53,54,NA,NA,NA,NA,0.875,0.125,0
1,0,0,3,"2",1,"1","0",100000,148,7,141,0,"5",60,33,40,46,1e+05,100000,3,3,0.952702702702703,0.0472972972972973,0
1,1,0,1,"2",3,"0","5",100000,142,4,138,54,"2",46,23,28,29,33333.3333333333,300000,0.333333333333333,3,0.971830985915493,0.028169014084507,0.380281690140845
1,0,0,1,"2",1,"1","0",80000,148,6,142,0,"13",45,23,36,38,80000,80000,1,1,0.959459459459459,0.0405405405405405,0
1,1,1,2,"1",4,"5","4",150000,93,13,80,0,"4",46,26,35,37,37500,600000,0.5,8,0.860215053763441,0.139784946236559,0
1,1,1,4,"2",6,"5","5",150000,141,4,137,0,"3",40,24,27,28,25000,900000,0.666666666666667,24,0.971631205673759,0.0283687943262411,0
1,1,1,1,"2",2,"2","1",145000,79,7,72,0,"4",28,9,12,14,72500,290000,0.5,2,0.911392405063291,0.0886075949367089,0
1,0,0,1,"0",-1,"4","3",80000,98,4,94,0,"4",71,27,42,45,NA,NA,NA,NA,0.959183673469388,0.0408163265306122,0
1,0,0,1,"1",2,"4","3",100000,141,5,136,0,"7",16,16,16,16,50000,200000,0.5,2,0.964539007092199,0.0354609929078014,0
0,1,1,2,"0",-1,"5","4",125000,56,7,49,0,"4",124,79,96,101,NA,NA,NA,NA,0.875,0.125,0
1,1,0,2,"1",3,"5","3",130000,148,7,141,0,"5",83,22,45,54,43333.3333333333,390000,0.666666666666667,6,0.952702702702703,0.0472972972972973,0
1,1,0,4,"1",3,"5","2",220000,90,8,82,0,"4",47,46,46,46,73333.3333333333,660000,1.33333333333333,12,0.911111111111111,0.0888888888888889,0
1,0,0,2,"2",5,"6","5",150000,153,6,147,0,"out_of_range",17,1,6,8,30000,750000,0.4,10,0.96078431372549,0.0392156862745098,0
1,1,1,1,"2",3,"5","3",130000,149,7,142,0,"1",40,23,28,33,43333.3333333333,390000,0.333333333333333,3,0.953020134228188,0.0469798657718121,0
0,1,1,1,"1",2,"6","5",160000,55,4,51,0,"3",37,30,33,33,80000,320000,0.5,2,0.927272727272727,0.0727272727272727,0
1,0,0,1,"0",-1,"0","6",90000,88,2,86,0,"5",6,5,6,6,NA,NA,NA,NA,0.977272727272727,0.0227272727272727,0
0,0,0,3,"2",4,"4","3",-10000,141,5,136,0,"5",16,15,15,16,NA,NA,0.75,12,0.964539007092199,0.0354609929078014,0
1,0,0,1,"0",-1,"2","1",105000,80,9,71,0,"19",55,36,44,44,NA,NA,NA,NA,0.8875,0.1125,0
1,0,0,1,"1",2,"6","5",100000,160,11,149,0,"2",28,16,18,22,50000,200000,0.5,2,0.93125,0.06875,0
1,0,0,1,"1",3,"0","6",-10000,154,6,148,2,"2",51,22,38,42,NA,NA,0.333333333333333,3,0.961038961038961,0.038961038961039,0.012987012987013
1,0,1,2,"0",-1,"6","5",20000,99,5,94,0,"1",33,17,22,23,NA,NA,NA,NA,0.94949494949495,0.0505050505050505,0
1,0,0,2,"1",5,"6","5",0,145,7,138,0,"21",22,15,16,18,0,0,0.4,10,0.951724137931034,0.0482758620689655,0
1,1,0,1,"2",2,"5","4",95000,154,5,149,0,"9",60,22,33,36,47500,190000,0.5,2,0.967532467532468,0.0324675324675325,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
0,0,1,3,"1",4,"6","5",162000,82,7,75,0,"3",25,20,24,24,40500,648000,0.75,12,0.914634146341463,0.0853658536585366,0
1,1,0,1,"2",1,"4","3",150000,141,5,136,0,"2",21,18,18,18,150000,150000,1,1,0.964539007092199,0.0354609929078014,0
1,0,1,3,"1",4,"0","5",97000,140,5,135,0,"7",24,15,16,17,24250,388000,0.75,12,0.964285714285714,0.0357142857142857,0
1,0,0,1,"2",3,"1","0",115000,39,6,33,0,"6",42,35,36,39,38333.3333333333,345000,0.333333333333333,3,0.846153846153846,0.153846153846154,0
1,1,0,2,"0",-1,"5","3",97000,100,3,97,0,"4",53,36,38,39,NA,NA,NA,NA,0.97,0.03,0
1,0,0,5,"2",2,"2","1",240000,66,5,61,0,"7",50,48,48,48,120000,480000,2.5,10,0.924242424242424,0.0757575757575758,0
0,0,0,2,"2",4,"2","1",120000,95,9,86,0,"2",31,20,27,29,30000,480000,0.5,8,0.905263157894737,0.0947368421052632,0
1,1,0,5,"2",4,"4","0",200000,80,7,73,0,"21",189,96,134,153,50000,800000,1.25,20,0.9125,0.0875,0
1,0,0,2,"1",5,"4","1",120000,86,9,77,0,"1",23,21,21,21,24000,600000,0.4,10,0.895348837209302,0.104651162790698,0
1,0,0,3,"2",1,"6","2",130000,94,8,86,0,"6",53,33,43,43,130000,130000,3,3,0.914893617021277,0.0851063829787234,0
1,1,1,1,"2",2,"5","4",85000,148,7,141,0,"15",50,13,34,38,42500,170000,0.5,2,0.952702702702703,0.0472972972972973,0
1,0,0,3,"1",6,"3","1",120000,152,7,145,0,"1",55,35,38,41,20000,720000,0.5,18,0.953947368421053,0.0460526315789474,0
1,1,0,1,"2",3,"0","5",100000,142,4,138,54,"2",46,23,28,29,33333.3333333333,300000,0.333333333333333,3,0.971830985915493,0.028169014084507,0.380281690140845
1,1,0,5,"2",3,"5","3",175000,40,5,35,0,"6",33,32,32,32,58333.3333333333,525000,1.66666666666667,15,0.875,0.125,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,1,0,1,"2",1,"5","4",-10000,84,8,76,0,"17",49,34,38,40,NA,NA,1,1,0.904761904761905,0.0952380952380952,0
1,0,0,2,"0",-1,"4","3",-10000,98,4,94,0,"14",92,36,59,72,NA,NA,NA,NA,0.959183673469388,0.0408163265306122,0
1,0,0,2,"2",1,"2","1",130000,88,9,79,0,"16",49,36,39,42,130000,130000,2,2,0.897727272727273,0.102272727272727,0
1,0,0,4,"2",4,"3","2",170000,89,9,80,0,"7",50,42,43,43,42500,680000,1,16,0.898876404494382,0.101123595505618,0
1,0,0,1,"0",-1,"2","1",100000,105,8,97,0,"6",45,28,34,35,NA,NA,NA,NA,0.923809523809524,0.0761904761904762,0
0,1,1,7,"2",3,"5","4",130000,148,7,141,0,"4",37,22,30,32,43333.3333333333,390000,2.33333333333333,21,0.952702702702703,0.0472972972972973,0
1,0,0,7,"2",5,"6","1",250000,71,5,66,0,"19",158,136,146,147,50000,1250000,1.4,35,0.929577464788732,0.0704225352112676,0
1,1,0,1,"0",-1,"5","3",120000,65,9,56,0,"10",23,18,21,22,NA,NA,NA,NA,0.861538461538462,0.138461538461538,0
1,0,0,1,"2",4,"1","6",125000,57,5,52,0,"22",167,113,144,152,31250,500000,0.25,4,0.912280701754386,0.087719298245614,0
1,0,0,1,"0",-1,"4","0",120000,50,5,45,0,"5",126,112,115,116,NA,NA,NA,NA,0.9,0.1,0
1,0,0,1,"2",4,"2","1",-10000,148,7,141,1,"1",72,31,44,51,NA,NA,0.25,4,0.952702702702703,0.0472972972972973,0.00675675675675676
0,1,1,6,"1",4,"4","4",-10000,62,6,56,0,"5",125,80,97,102,NA,NA,1.5,24,0.903225806451613,0.0967741935483871,0
1,0,0,1,"2",3,"3","2",-10000,152,7,145,0,"4",61,23,37,41,NA,NA,0.333333333333333,3,0.953947368421053,0.0460526315789474,0
1,0,0,2,"2",3,"1","0",104000,143,6,137,36,"3",6,5,5,5,34666.6666666667,312000,0.666666666666667,6,0.958041958041958,0.041958041958042,0.251748251748252
1,1,0,1,"0",-1,"5","4",115000,59,7,52,0,"12",52,37,41,43,NA,NA,NA,NA,0.88135593220339,0.11864406779661,0
1,0,0,5,"1",2,"2","4",-10000,148,7,141,0,"11",40,13,23,30,NA,NA,2.5,10,0.952702702702703,0.0472972972972973,0
1,0,1,2,"2",4,"6","5",120000,144,10,134,0,"3",39,28,31,34,30000,480000,0.5,8,0.930555555555556,0.0694444444444444,0
1,0,0,2,"2",6,"2","1",105000,163,11,152,0,"5",52,33,42,45,17500,630000,0.333333333333333,12,0.932515337423313,0.0674846625766871,0
0,0,0,1,"1",2,"4","3",-10000,67,5,62,0,"4",43,37,39,40,NA,NA,0.5,2,0.925373134328358,0.0746268656716418,0
1,0,0,1,"0",-1,"6","5",-10000,104,8,96,0,"16",31,18,20,24,NA,NA,NA,NA,0.923076923076923,0.0769230769230769,0
1,0,1,3,"2",4,"6","4",-10000,153,6,147,0,"3",48,16,32,32,NA,NA,0.75,12,0.96078431372549,0.0392156862745098,0
1,0,0,2,"1",3,"2","0",130000,143,4,139,0,"8",41,23,27,29,43333.3333333333,390000,0.666666666666667,6,0.972027972027972,0.027972027972028,0
1,1,0,5,"1",3,"5","6",-10000,164,12,152,0,"4",41,27,37,38,NA,NA,1.66666666666667,15,0.926829268292683,0.0731707317073171,0
1,0,0,4,"0",-1,"3","1",-10000,80,8,72,0,"2",44,27,34,34,NA,NA,NA,NA,0.9,0.1,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,0,2,"0",-1,"3","0",120000,81,8,73,0,"2",39,17,27,31,NA,NA,NA,NA,0.901234567901235,0.0987654320987654,0
0,0,0,6,"2",3,"0","6",260000,48,4,44,0,"3",50,39,41,44,86666.6666666667,780000,2,18,0.916666666666667,0.0833333333333333,0
1,0,0,2,"2",6,"2","1",105000,163,11,152,0,"5",52,33,42,45,17500,630000,0.333333333333333,12,0.932515337423313,0.0674846625766871,0
1,1,0,1,"1",3,"3","2",-10000,67,7,60,0,"1",44,39,40,41,NA,NA,0.333333333333333,3,0.895522388059702,0.104477611940299,0
1,0,0,4,"1",4,"2","1",135000,143,5,138,0,"1",50,19,28,31,33750,540000,1,16,0.965034965034965,0.034965034965035,0
1,0,0,7,"1",4,"4","5",300000,93,10,83,0,"2",33,17,23,23,75000,1200000,1.75,28,0.89247311827957,0.10752688172043,0
1,0,0,2,"1",2,"0","6",-10000,83,6,77,0,"1",60,49,55,56,NA,NA,1,4,0.927710843373494,0.072289156626506,0
1,1,0,2,"1",3,"5","2",120000,38,6,32,0,"5",35,30,32,32,40000,360000,0.666666666666667,6,0.842105263157895,0.157894736842105,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
0,0,0,5,"2",8,"0","6",120000,133,5,128,0,"1",43,24,33,36,15000,960000,0.625,40,0.962406015037594,0.037593984962406,0
0,1,0,5,"1",3,"5","4",-10000,80,5,75,0,"2",44,31,36,38,NA,NA,1.66666666666667,15,0.9375,0.0625,0
1,1,0,1,"2",3,"0","5",100000,142,4,138,54,"2",46,23,28,29,33333.3333333333,300000,0.333333333333333,3,0.971830985915493,0.028169014084507,0.380281690140845
1,1,0,1,"2",1,"4","1",130000,143,4,139,0,"1",90,45,57,62,130000,130000,1,1,0.972027972027972,0.027972027972028,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,0,3,"2",2,"2","1",200000,88,8,80,0,"4",32,30,30,31,1e+05,400000,1.5,6,0.909090909090909,0.0909090909090909,0
1,0,0,1,"0",-1,"4","3",160000,56,7,49,0,"7",48,45,45,46,NA,NA,NA,NA,0.875,0.125,0
1,0,0,1,"0",-1,"1","0",125000,51,6,45,0,"8",79,67,75,75,NA,NA,NA,NA,0.882352941176471,0.117647058823529,0
1,0,0,1,"2",1,"3","2",110000,164,13,151,0,"8",43,21,32,37,110000,110000,1,1,0.920731707317073,0.0792682926829268,0
1,0,0,1,"2",2,"2","1",120000,144,4,140,27,"13",103,45,54,63,60000,240000,0.5,2,0.972222222222222,0.0277777777777778,0.1875
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,0,5,"0",-1,"1","0",116000,98,5,93,4,"1",31,12,15,20,NA,NA,NA,NA,0.948979591836735,0.0510204081632653,0.0408163265306122
1,0,0,4,"1",6,"0","6",-10000,38,6,32,0,"1",20,20,20,20,NA,NA,0.666666666666667,24,0.842105263157895,0.157894736842105,0
1,0,1,1,"2",4,"6","5",115000,88,9,79,0,"4",39,37,37,37,28750,460000,0.25,4,0.897727272727273,0.102272727272727,0
1,0,0,4,"2",1,"3","2",170000,165,14,151,0,"1",50,33,37,41,170000,170000,4,4,0.915151515151515,0.0848484848484849,0
1,1,1,1,"0",-1,"5","4",115000,60,7,53,4,"10",51,41,41,44,NA,NA,NA,NA,0.883333333333333,0.116666666666667,0.0666666666666667
0,0,1,5,"1",7,"1","5",150000,74,6,68,0,"2",84,15,21,22,21428.5714285714,1050000,0.714285714285714,35,0.918918918918919,0.0810810810810811,0
0,0,0,1,"0",-1,"4","3",-10000,104,7,97,1,"15",50,31,42,42,NA,NA,NA,NA,0.932692307692308,0.0673076923076923,0.00961538461538462
0,1,0,2,"2",1,"5","4",125000,82,8,74,0,"4",127,88,103,106,125000,125000,2,2,0.902439024390244,0.0975609756097561,0
0,0,0,5,"1",2,"1","3",-10000,75,6,69,0,"5",110,44,78,79,NA,NA,2.5,10,0.92,0.08,0
1,0,0,2,"2",3,"6","3",150000,77,8,69,0,"2",133,92,113,116,50000,450000,0.666666666666667,6,0.896103896103896,0.103896103896104,0
0,0,0,1,"2",3,"0","2",125000,53,5,48,0,"11",145,113,127,127,41666.6666666667,375000,0.333333333333333,3,0.905660377358491,0.0943396226415094,0
1,0,0,5,"1",3,"4","2",200000,129,4,125,0,"13",27,18,19,20,66666.6666666667,600000,1.66666666666667,15,0.968992248062015,0.0310077519379845,0
1,0,0,1,"2",1,"3","2",0,148,7,141,0,"8",63,30,40,43,0,0,1,1,0.952702702702703,0.0472972972972973,0
1,1,1,1,"0",-1,"5","5",-10000,52,6,46,0,"5",67,56,58,59,NA,NA,NA,NA,0.884615384615385,0.115384615384615,0
1,0,0,2,"0",-1,"4","1",90000,77,3,74,0,"15",35,24,24,25,NA,NA,NA,NA,0.961038961038961,0.038961038961039,0
1,0,1,5,"2",2,"6","5",160000,165,12,153,0,"7",31,22,29,30,80000,320000,2.5,10,0.927272727272727,0.0727272727272727,0
1,0,0,1,"1",2,"4","3",100000,141,5,136,0,"7",16,16,16,16,50000,200000,0.5,2,0.964539007092199,0.0354609929078014,0
1,1,0,4,"2",2,"5","0",200000,78,5,73,0,"4",152,131,138,139,1e+05,400000,2,8,0.935897435897436,0.0641025641025641,0
0,1,0,1,"2",6,"4","3",200000,68,5,63,1,"3",44,38,43,43,33333.3333333333,1200000,0.166666666666667,6,0.926470588235294,0.0735294117647059,0.0147058823529412
1,1,0,2,"0",-1,"5","4",0,98,5,93,0,"13",39,20,27,33,NA,NA,NA,NA,0.948979591836735,0.0510204081632653,0
1,0,0,5,"2",4,"0","5",235000,37,7,30,8,"2",32,25,27,27,58750,940000,1.25,20,0.810810810810811,0.189189189189189,0.216216216216216
1,0,0,4,"2",4,"4","0",230000,68,6,62,0,"2",47,37,38,38,57500,920000,1,16,0.911764705882353,0.0882352941176471,0
0,0,0,3,"1",3,"2","1",-10000,87,8,79,2,"2",54,47,48,50,NA,NA,1,9,0.908045977011494,0.0919540229885057,0.0229885057471264
1,0,1,2,"2",3,"2","1",100000,144,7,137,0,"20",15,12,14,14,33333.3333333333,300000,0.666666666666667,6,0.951388888888889,0.0486111111111111,0
1,0,0,1,"2",4,"1","0",110000,160,11,149,0,"6",45,33,39,43,27500,440000,0.25,4,0.93125,0.06875,0
1,0,1,3,"2",3,"6","5",-10000,34,3,31,0,"1",26,25,26,26,NA,NA,1,9,0.911764705882353,0.0882352941176471,0
1,0,0,1,"2",1,"3","2",0,160,12,148,0,"10",44,38,41,43,0,0,1,1,0.925,0.075,0
1,0,1,5,"2",2,"3","1",150000,78,7,71,0,"11",30,18,21,23,75000,300000,2.5,10,0.91025641025641,0.0897435897435897,0
1,0,0,4,"2",3,"3","2",-10000,137,6,131,0,"6",57,26,39,40,NA,NA,1.33333333333333,12,0.956204379562044,0.0437956204379562,0
1,0,0,2,"2",5,"0","5",80000,134,6,128,0,"7",18,13,13,15,16000,400000,0.4,10,0.955223880597015,0.0447761194029851,0
1,0,0,5,"1",5,"4","3",130000,149,7,142,0,"1",74,37,49,53,26000,650000,1,25,0.953020134228188,0.0469798657718121,0
1,0,1,2,"0",-1,"6","5",20000,99,5,94,0,"1",33,17,22,23,NA,NA,NA,NA,0.94949494949495,0.0505050505050505,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,0,1,"1",2,"6","5",-10000,140,5,135,0,"7",13,7,9,11,NA,NA,0.5,2,0.964285714285714,0.0357142857142857,0
1,0,0,3,"1",6,"2","1",200000,65,5,60,16,"2",47,42,43,44,33333.3333333333,1200000,0.5,18,0.923076923076923,0.0769230769230769,0.246153846153846
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
1,0,0,2,"0",-1,"2","1",120000,89,3,86,0,"8",50,19,27,30,NA,NA,NA,NA,0.966292134831461,0.0337078651685393,0
1,0,0,1,"0",-1,"3","3",105000,82,9,73,0,"6",62,33,43,51,NA,NA,NA,NA,0.890243902439024,0.109756097560976,0
0,1,0,5,"1",4,"5","3",-10000,80,5,75,0,"3",58,43,51,53,NA,NA,1.25,20,0.9375,0.0625,0
1,0,0,1,"1",6,"3","2",130000,148,13,135,0,"12",43,32,37,38,21666.6666666667,780000,0.166666666666667,6,0.912162162162162,0.0878378378378378,0
1,0,0,1,"2",3,"4","3",95000,136,5,131,8,"22",62,33,43,46,31666.6666666667,285000,0.333333333333333,3,0.963235294117647,0.0367647058823529,0.0588235294117647
1,0,0,1,"1",6,"3","2",130000,148,13,135,0,"12",43,32,37,38,21666.6666666667,780000,0.166666666666667,6,0.912162162162162,0.0878378378378378,0
1,0,0,3,"1",7,"1","0",140000,147,7,140,0,"1",58,31,44,48,20000,980000,0.428571428571429,21,0.952380952380952,0.0476190476190476,0
1,1,0,1,"0",-1,"5","2",120000,26,5,21,0,"6",41,35,37,37,NA,NA,NA,NA,0.807692307692308,0.192307692307692,0
1,0,0,1,"1",5,"1","0",100000,148,6,142,0,"6",35,20,27,29,20000,500000,0.2,5,0.959459459459459,0.0405405405405405,0
1,0,0,1,"1",2,"3","1",130000,79,7,72,0,"7",166,85,124,133,65000,260000,0.5,2,0.911392405063291,0.0886075949367089,0
1,0,0,2,"1",5,"6","5",0,145,7,138,0,"21",22,15,16,18,0,0,0.4,10,0.951724137931034,0.0482758620689655,0
1,0,0,3,"2",5,"4","3",175000,87,8,79,4,"12",51,35,42,42,35000,875000,0.6,15,0.908045977011494,0.0919540229885057,0.0459770114942529
1,0,1,2,"2",1,"6","5",115000,87,9,78,0,"11",52,39,39,42,115000,115000,2,2,0.896551724137931,0.103448275862069,0
0,1,0,3,"1",1,"0","4",166000,1,0,1,0,"14",8,2,2,3,166000,166000,3,3,1,0,0
1,1,0,1,"0",-1,"5","3",-10000,46,5,41,0,"5",44,33,35,36,NA,NA,NA,NA,0.891304347826087,0.108695652173913,0
1,0,0,5,"1",4,"1","0",225000,78,6,72,0,"5",186,112,145,154,56250,900000,1.25,20,0.923076923076923,0.0769230769230769,0
1,0,0,5,"2",1,"1","0",160000,163,11,152,0,"13",49,30,34,39,160000,160000,5,5,0.932515337423313,0.0674846625766871,0
1,0,0,5,"1",3,"1","0",200000,56,5,51,0,"5",186,116,149,158,66666.6666666667,600000,1.66666666666667,15,0.910714285714286,0.0892857142857143,0
1,0,1,5,"1",5,"0","4",200000,77,5,72,0,"7",51,40,43,45,40000,1000000,1,25,0.935064935064935,0.0649350649350649,0
1,0,1,1,"0",-1,"3","1",-10000,54,6,48,54,"6",35,34,34,34,NA,NA,NA,NA,0.888888888888889,0.111111111111111,1
1,0,0,1,"2",6,"2","0",80000,148,6,142,8,"5",46,27,34,36,13333.3333333333,480000,0.166666666666667,6,0.959459459459459,0.0405405405405405,0.0540540540540541
1,0,0,1,"0",-1,"2","1",100000,104,8,96,0,"7",51,31,36,40,NA,NA,NA,NA,0.923076923076923,0.0769230769230769,0
1,0,0,2,"0",-1,"4","3",20000,98,4,94,0,"6",88,20,43,54,NA,NA,NA,NA,0.959183673469388,0.0408163265306122,0
1,0,0,3,"0",-1,"2","1",190000,51,6,45,0,"6",31,29,29,29,NA,NA,NA,NA,0.882352941176471,0.117647058823529,0
1,0,0,1,"0",-1,"6","5",110000,83,8,75,0,"7",41,18,29,33,NA,NA,NA,NA,0.903614457831325,0.0963855421686747,0
1,0,0,1,"0",-1,"0","6",105000,107,8,99,0,"11",40,27,36,37,NA,NA,NA,NA,0.925233644859813,0.0747663551401869,0
